source1_entity_id	matched_entity_ids
S1-485196051	S2-75474221,S3-355976850
S1-908156332	S2-104162713,S2-140059934,S3-671403082
S1-313303342	S2-290765100,S3-951796077,S3-198135063
S1-779545052	S2-492173602,S3-560397178
S1-217655913	S2-597093885,S3-506189696,S3-529335188
S1-360875181	S2-288309948,S2-888537667,S3-58606399,S3-343408594,S3-442522996,S3-100066880
S1-497687687	S2-185237376,S3-375785134
S1-740240886	S2-362195582,S2-998085666,S2-265643642,S3-695377117
S1-813849066	S2-959870878,S2-172009898,S3-819608605,S3-747748222
S1-267976916	S2-757545888,S2-933026226,S2-63703733,S2-961818844,S2-254407443,S3-906938461
S1-233875625	S2-342678137,S3-924758718,S3-552935392
S1-23530309	S2-337474458,S3-262572081,S3-963433764,S3-401870707,S3-220474435
S1-722332805	S2-332400473,S3-378858942,S3-293479112,S3-727769483,S3-715029319
S1-146743499	S2-485565063
S1-513021414	S2-974837447,S3-292466620
S1-533833987	S2-757138946,S3-122829134,S3-487750844,S3-433488557
S1-958416352	S2-749860753,S3-774559056,S3-408541811
S1-987343417	S2-127608606,S2-336729159,S2-792682735,S3-851394477
S1-986575568	S2-843513902,S3-15190152,S3-188137310
S1-101519225	S2-560153638,S2-103972023,S2-171151445,S3-281611672,S3-621708029
S1-774492929	S2-143003944,S2-609918972,S3-785036601
S1-695084161	
S1-931113258	S2-500960809,S3-291512149
S1-857618046	
S1-931827058	S2-321597168,S2-41501168,S3-388438327,S3-276647736,S3-891428899
S1-920514878	S2-127621634,S2-752861532,S3-843284925,S3-50602365,S3-799792654
S1-12350714	S2-722788763,S3-860715718,S3-524585091
S1-480259010	S2-834371692,S2-604241537,S3-522331352,S3-981683297
S1-619029545	S2-679587316,S2-452674127,S3-388356091
S1-909580906	S2-94171869,S3-901387756
S1-722146027	S2-69338810,S3-575756292
S1-822414829	S2-148760124,S2-312918662,S3-288088292
S1-595169231	S3-758908893
S1-733868514	S2-985610221,S3-741827436,S3-961316051
S1-811395988	S2-141519412,S2-417330084,S3-506234218
S1-993043994	S2-790115389,S2-9009391,S2-256716451,S3-628644351
S1-464640273	S2-512960667,S3-546876354
S1-29619026	S2-154865151,S3-639237152,S3-325642553
S1-232667650	S3-139047285,S3-291582397
S1-439981855	S2-433316584,S2-497593129,S2-835498621,S2-456933263,S3-737741530,S3-171154244,S3-714651661
S1-280370233	S2-78279323,S3-10650168
S1-868427668	S2-815612709,S2-84577524,S3-311024871,S3-164781768
S1-350474344	S2-917653136,S3-881017456,S3-659406224,S3-889658579
S1-650449101	S3-542950856
S1-217107951	S2-594474826,S2-857959714,S2-271853493,S3-522364529,S3-943761851,S3-214016368
S1-895909215	S2-576367066,S2-438714177,S3-732080528
S1-706569558	S2-727507622,S3-422562,S3-666674924,S3-819549546
S1-289911167	S2-609019885,S2-707116874,S3-479786649,S3-753823491,S3-612307192,S3-424306126
S1-86839351	S2-51256594,S3-71302970
S1-300146870	S2-970416609,S3-911897756
S1-670003221	S2-331560191,S3-178935997
S1-304271198	S2-387569094,S3-389851323,S3-405726983
S1-552995155	S2-923318404,S2-82674000,S3-272466318,S3-439005118,S3-66073709,S3-157589612
S1-362927859	S2-334027698,S2-982002787,S3-785805170,S3-856431239
S1-388660244	S2-44135422,S2-932369741,S3-789790708,S3-820584914,S3-897072109
S1-412995795	S2-799473263,S2-891912141,S3-268769733,S3-90401814
S1-618775028	S2-54506406,S2-978175788,S3-588563140,S3-82727063,S3-282239221
S1-240808247	S2-612331410,S2-26011952,S3-454825923
S1-952069020	S2-366730997,S3-807054136
S1-546759621	S2-4830026,S3-550467843,S3-322172135
S1-990399664	S2-455750982,S2-59279715,S2-626335037,S3-579131503
S1-288395900	S2-82111057,S3-221965116
S1-729062702	S2-754213692,S3-283235010,S3-588999783,S3-276807165
S1-30199686	S2-429093293,S3-854338691,S3-981267854
S1-480679449	S2-190920212,S3-6409800,S3-54451678,S3-617859139,S3-538455929
S1-448938419	S2-734225184,S2-385182781,S2-651634136,S3-691737541,S3-549863293
S1-894938153	S2-613394112,S3-632535379
S1-729124143	S2-659397390,S3-81286660,S3-407088532
S1-17469197	S2-846294606,S2-478113273,S3-709664408,S3-409586758
S1-560301484	
S1-142893063	
S1-832050174	S2-336214481,S2-846640264,S2-788138868,S3-216868693,S3-400631796,S3-556844308,S3-172549762
S1-337229964	S2-440464097,S3-224512315,S3-634171817,S3-257054126
S1-277340324	S2-125371220,S2-68993344,S2-469939364,S3-297634048,S3-353598020
S1-532716583	S2-962938926,S2-11526470,S2-433216233,S2-674119309,S3-353119144
S1-924262672	S2-681575516,S2-262421364,S2-362084982,S3-434117774,S3-243585381
S1-931075904	S2-757629204
S1-850812036	S2-772777112,S2-472927048,S2-383375674,S2-555070578,S3-892436165,S3-5904023,S3-297815181,S3-80942206
S1-643679196	S2-884552418,S2-332268748
S1-464084336	S2-905277409,S2-494554006,S3-607391573,S3-88850911
S1-380898922	S2-945890157,S3-932777523,S3-735907714,S3-737152870
S1-697988129	S2-697337037,S2-626372492,S3-115058079
S1-549730089	S2-991318400,S3-249384921,S3-874451429
S1-159047701	S2-766334781,S2-348683659,S3-577826794
S1-114302397	S3-206050678,S3-98657129,S3-300082459
S1-449089267	S2-759284123,S2-957476937,S2-666793816,S3-524430478,S3-363918483,S3-705759333
S1-940407353	S2-444403680,S3-232088529,S3-722376785,S3-505114953,S3-339325386
S1-917838092	S2-291758234
S1-887077635	S2-961324562,S2-528956802,S3-518252742
S1-51229547	S2-769827940,S3-589084511
S1-389024186	S2-219830676,S3-20209581
S1-822101972	S2-975217775,S3-343308436
S1-883464018	S2-533784112,S3-944298488,S3-242085765,S3-29420449
S1-120767207	S2-924142174,S2-975947055,S2-456612823,S3-946698517,S3-216616442,S3-444514421
S1-484978700	S2-511135780,S2-653055248,S3-30669991,S3-494050206
S1-177606997	S2-153505763,S2-203106548,S3-57580253
S1-620449580	S2-310143329,S2-546825020,S2-27157228,S2-764166012,S3-619422942
S1-747146316	S2-313660579,S2-460082052,S3-648397541
S1-534655734	S2-54430939,S3-834587647
S1-862894808	S2-34917046,S2-147368695,S2-462851941,S3-309566543
S1-970429195	S2-361701286,S2-175829270,S3-193102111,S3-75342707
S1-9532325	S2-630045089,S2-216415498,S2-902363464,S3-433869372
S1-303344331	S2-797319205,S2-192814130,S3-772022925,S3-103809257
S1-137349830	S2-478605387,S3-355874582
S1-396543030	S3-874366285,S3-677931994,S3-975737057,S3-406540794,S3-233085855
S1-400276324	S2-121953939,S3-511869655,S3-388822175
S1-760316546	S2-290547643
S1-803001354	S2-666301567
S1-832997628	S2-670909315,S2-337143765,S3-214157270,S3-553183597,S3-692439954
S1-204152408	S2-676888078,S2-296582220,S2-309017854,S2-91228937,S3-311716893,S3-366538998
S1-558043454	S2-931213407,S2-455500047,S3-842407739,S3-421754902
S1-420394598	S2-209254392,S2-218081586,S2-898922950,S3-205684697,S3-999650892
S1-431667775	S2-670065471,S3-369983246,S3-336457247,S3-517591403,S3-811688363,S3-512769824
S1-275418508	S2-520382658,S2-514418808,S2-970451840,S2-236084213,S3-684144817,S3-376309291
S1-646072955	S2-957211398,S3-996688614,S3-227885953,S3-511703237
S1-584949212	S2-584004902,S3-720738143
S1-47226386	S2-209469789,S2-316403521,S3-296288034,S3-923785123
S1-546065600	
S1-540302021	S2-156542715,S2-652690952
S1-7938981	S2-152084545,S3-628655617
S1-468865792	S2-490717922,S3-925082142
S1-167896717	S2-232360870,S3-763346739,S3-994519269
S1-710419609	S2-714716626,S3-400868405,S3-890602693,S3-112746282,S3-119970161
S1-600352249	S2-275426867,S3-623280691,S3-593075849
S1-609920835	S2-645837820,S2-98139698,S3-8816234,S3-133786618
S1-948451321	S2-182257339,S2-803540262,S2-153511835,S2-937508528,S3-291158053,S3-902001549,S3-351514681,S3-297266327,S3-904554455
S1-794380284	S2-361788844,S3-290967949,S3-749607143
S1-11598270	S2-309907780,S2-448792708,S2-379303145,S2-999416629,S3-671326026,S3-266198483,S3-73748376
S1-842169805	S2-497495995,S3-286519510,S3-962270890,S3-40285797
S1-232968032	S2-717710466,S3-596131552,S3-13947408
S1-192537403	S2-574856661,S2-750121612
S1-294471716	S2-92535624,S3-492600880,S3-256188111
S1-387913828	S2-752860503,S2-253951460,S2-399611270,S3-302192695,S3-54922116,S3-762537757
S1-200229569	S2-58752791,S3-483986191,S3-958852920,S3-498185315
S1-977702409	S3-908280097
S1-145360357	S2-142559707,S2-938085486,S3-902769802,S3-755015191,S3-586700093,S3-649118099
S1-702488326	S2-654100180,S3-88928055,S3-933320524,S3-666531526
S1-179497788	S2-86336510,S3-653243332,S3-184786635
S1-191316309	S2-321640816,S2-640080781,S2-555090725,S3-910448838
S1-851451312	S2-898884679,S3-578985075
S1-394648194	S2-395406552,S2-375648438,S3-734055707,S3-239587438,S3-967352539
S1-850652337	S2-310196326,S3-249573078,S3-776330509
S1-883349468	S2-688428482,S3-587087645
S1-382484900	S3-266523722,S3-121577267,S3-253619406
S1-998739932	S2-553677692,S2-162678649,S3-281176378
S1-408964941	S2-91758616,S3-456534154
S1-422754857	S2-533389755,S2-895128507,S2-126320455,S3-212795304,S3-442775256,S3-914060192
S1-51368891	S2-818830219,S2-195864345,S2-481712550
S1-915819873	S2-327600750,S2-826361313,S3-764434590
S1-880306991	
S1-99101556	S2-861651629,S3-594970291,S3-763011323
S1-879355024	S2-65258198,S3-164240515,S3-506738283,S3-508717746
S1-923974617	S2-331400704,S2-59120233,S2-530825631,S3-252174683,S3-904353555
S1-665621281	S2-310490316,S2-857817602,S3-528948347
S1-92701192	S2-245429256,S2-884781873
S1-445241777	S2-951041189,S2-242688364,S3-741522425
S1-800092153	S2-582403911
S1-346089982	S2-773728566,S2-433169209,S2-668034457,S3-25710501
S1-541935182	S3-582859033
S1-258366977	S2-529707922,S3-49316062,S3-473904761,S3-727425831,S3-958944922
S1-753793009	S2-138986771,S2-997384080,S2-631942887,S3-704533651,S3-131940066,S3-803001225
S1-265853670	S2-807149466,S2-550532853,S3-440025909,S3-482783422
S1-181286535	S2-873891980,S2-311368300,S3-889269818
S1-747222701	S2-557336037,S2-262375458,S3-852034860,S3-929250215
S1-316409418	S2-843969802,S2-68094845,S3-169109743
S1-888569004	S2-425806309,S2-439338266,S2-699013300,S3-426864773,S3-82405375
S1-200512066	S2-294138523,S3-164432388
S1-727910224	S2-144870753,S3-494948076,S3-589580314,S3-812832914
S1-290005668	S2-171645439,S2-868100483,S3-317724220
S1-45050360	
S1-958657519	S2-936793024,S2-617856307,S3-374373886,S3-788499654,S3-13774418
S1-372117647	S2-187768490,S2-144678031,S3-37407848,S3-928088177,S3-51437961,S3-936501468
S1-857836733	S2-994669049,S2-620622866,S3-918803559,S3-205375660
S1-131038804	S2-655191371,S3-766103665,S3-508705806,S3-193182438
S1-395088926	S2-177561788,S2-377761683,S2-53962716,S2-727703324
S1-391090958	S2-303573452,S2-194136606,S3-471366083
S1-127346776	S2-608883361,S2-484037425,S3-190276159
S1-80978859	S2-813660088,S2-693760574,S3-567484233,S3-806140085
S1-301764637	S2-599802978,S2-269309300,S2-585603408,S2-415964420,S2-690379317,S3-553173851
S1-502665025	S2-828299914,S3-561751872,S3-350761794
S1-92151619	S2-325632646,S3-171255641,S3-405942733
S1-316304460	S2-798784547,S3-3005235,S3-158769038
S1-405030604	S2-272362090,S2-412734319,S2-570567057,S3-960495999
S1-563629280	S2-993347886,S2-535008786,S2-26225525,S2-259087808,S3-416308558,S3-469184897,S3-896925710
S1-392762080	S2-189117978,S3-821920597
S1-689693999	S2-81380710,S2-256680263,S2-817416792,S3-190608498
S1-580123869	S2-993611572,S2-288998136,S3-293923977,S3-535791916
S1-719207178	S2-953434404,S3-410040209
S1-353439450	S2-97899057,S3-311212915
S1-325798444	S2-694576904,S2-244457091,S2-419996873,S2-748022583,S3-761113322
S1-880579777	S2-69004015,S2-136511477,S3-328028408,S3-466089489
S1-394598223	S2-883908,S2-655068007,S2-7684274,S3-251087511
S1-455159404	
S1-361997210	S2-778311831,S2-910977533,S2-152282374,S2-55235432,S2-516750818,S3-230137193,S3-313159728,S3-34208339
S1-539464963	S2-441294369,S2-216090045,S2-197430521,S2-823615195,S3-969030598
S1-706380510	S2-295758053,S3-162903069
S1-316714523	S2-981767153,S3-729615519
S1-841680530	S2-887214170,S2-63243948,S3-116712208,S3-708953574,S3-811060752
S1-697305088	S2-816581314,S2-105977099,S2-624174042,S2-791287644,S3-765576489,S3-218416515
S1-300117628	S2-468105229,S3-597174863,S3-201753353,S3-945196524
S1-419364853	S2-197003444,S2-803301100,S2-866735037,S3-378379849
S1-328517304	
S1-375601188	S2-435680388,S2-336292898
S1-376809402	S2-205288541,S2-800758708,S2-461571372,S3-871240105,S3-746289044,S3-704458095
S1-39594537	S2-60312051,S2-803526955,S3-603593713
S1-815912629	S2-248682591,S3-985595660,S3-793687543
S1-388944128	S2-474514231,S3-158593194,S3-302582387
S1-12604411	S2-347688140,S3-522228562,S3-447797884,S3-110235241
S1-738569760	S2-871956542
S1-916363890	S2-862485097,S3-188031268,S3-876803933
S1-45241257	S2-798564976,S3-354891595,S3-902637570
S1-330396232	S2-575053103,S2-789737733,S2-614111572,S3-222692899
S1-453628336	S2-409762440,S2-72452164,S3-956249248
S1-130033629	
S1-133685020	S2-211375639,S2-200757942,S2-593025931,S2-399382718,S3-207108221,S3-693242563
S1-862844725	S2-784764122,S3-760816136,S3-716781640
S1-623153195	S2-79972414,S3-660068815,S3-839068275
S1-843972241	S3-721278659
S1-97675871	S3-813940521
S1-849834399	S2-617810755,S2-618859327,S3-619092823,S3-1174609
S1-314127495	S2-827604646
S1-478431799	S2-723447513,S3-106720864,S3-727583633
S1-761492193	S2-906312122,S3-703120801,S3-132212823
S1-715221797	S2-73455317,S2-583889697,S3-199492260,S3-590830376
S1-331382921	S2-711328648,S3-551876886,S3-560469363,S3-843976943
S1-696547774	S2-892857055,S2-785770143,S3-172020927,S3-700524686
S1-69095541	S2-890807800
S1-115882065	S2-274414058,S2-727518425,S2-576121623,S3-28536841,S3-283343839
S1-934964462	S2-342591173,S2-842734240,S2-206668423,S2-552461714,S3-354707079,S3-499826465
S1-586740417	S2-444016500,S3-267817458,S3-643497249
S1-482377939	S2-234543159,S2-287584188,S3-46595338,S3-368603411,S3-556160496,S3-178459474
S1-470649404	S2-418239031,S2-412759500,S2-960388401,S2-193354228,S3-175670009,S3-865882680
S1-119782409	S2-19036965,S3-895713758,S3-89961299
S1-975931226	S2-129912084,S2-562637708,S2-948498759,S3-46166771
S1-684564127	S2-303198112,S2-716588715,S2-273296431,S3-231016619
S1-869180094	S3-579011688,S3-176109752,S3-465743714
S1-397527491	S2-488887531,S2-748832103,S3-515827335
S1-388107390	S2-548768451,S2-451442610,S2-58653566,S2-111711343,S3-16485646,S3-69001536,S3-557426751,S3-976498373
S1-14446161	S2-567305497,S3-806562530,S3-318080926
S1-672330086	S2-930199553,S2-697282616,S2-420163460,S3-455841969
S1-258083196	S2-313524813,S2-50454462,S2-343672471,S3-773421670
S1-168773850	
S1-638195300	
S1-380843508	S2-831768501,S3-157723791
S1-967131160	S2-68038532,S3-76938122
S1-461489484	
S1-247249075	S2-166123732,S3-754318790,S3-194561127
S1-335251216	S3-452282759,S3-183899434
S1-8978262	S2-802877863,S3-237714478
S1-579319131	
S1-836479877	S2-513101130,S3-611606585,S3-580235643,S3-43786649,S3-580702309
S1-116082828	S2-765536663,S2-51357225,S2-155868741,S3-561902060,S3-333030906,S3-543723896,S3-764989856
S1-384939549	S2-611259158,S2-619802749,S2-874622618
S1-71469035	S2-397787002,S2-814470239,S3-374716868,S3-105353546
S1-193060043	S3-467169568,S3-667030206,S3-53832563
S1-956911455	
S1-648901743	S2-589609996,S2-106509729,S3-466878509
S1-637227575	S2-722795112,S2-755563333,S3-338143570,S3-905369699,S3-572689878
S1-825553140	S2-62375489,S2-38098838,S2-722411226,S3-397574494
S1-683351355	S2-105585275,S3-23945194,S3-820658841
S1-316171420	S2-287188921,S3-607599065,S3-493586284,S3-568569821
S1-526496317	S2-364007858,S2-545963562,S2-295288986,S3-600768430,S3-947132445
S1-606974168	S2-620611970
S1-852092208	S2-365756093,S3-300625815,S3-30685177,S3-139884126
S1-999158511	S2-152527919,S3-9478843
S1-442991589	S2-335872962,S2-24939544,S2-349155874,S3-634141018,S3-784360733
S1-169606115	S2-495158738,S2-59795341,S2-29090214,S3-78177722,S3-768871747,S3-953433428
S1-81215363	S2-703514257,S2-959072738,S3-321543812,S3-610478549
S1-24644941	
S1-83110479	S2-515962999,S3-833191299
S1-603845616	S2-913466125,S2-817818448,S3-279134139,S3-445141236,S3-910197479,S3-507319255
S1-513601762	
S1-393180742	S2-823273463,S3-731325251,S3-834819674,S3-983796647,S3-772314255
S1-786746558	S2-750855671,S3-457565808,S3-344429377,S3-707595850
S1-194367872	S2-187348342,S2-162122443,S3-529326473
S1-663822817	S2-238023037,S3-635285281,S3-185948822
S1-690893459	S2-354257097,S3-689272320,S3-852568197
S1-321444163	S2-157187891,S2-114020471,S2-152302973,S3-436072296,S3-720845149
S1-130793898	S2-610720068,S2-368345412,S2-499434380,S3-5544672,S3-218192859,S3-603409195
S1-27117308	S2-756380463,S2-306072076,S3-87270057,S3-86317853,S3-606567757
S1-37460954	S2-921911770,S3-79512757
S1-208570800	S2-854886035,S3-423984293
S1-473559061	S2-349130355,S2-529922484,S3-470325626
S1-352715089	S2-110001299,S2-532092878,S3-678226789,S3-121384598
S1-54383817	S2-926112367,S2-268854853,S2-487650744,S2-121279275,S3-29039332
S1-378435850	S2-632414519,S2-447901293,S3-510836512,S3-475394044,S3-357109913,S3-349212152
S1-275053625	S2-703985235,S3-917492413
S1-706963756	S2-854892160,S2-315219425,S3-555007890
S1-931624521	S2-444280793,S3-531144355
S1-660104511	S2-372041651,S2-817996660,S3-148629657
S1-584787641	S2-779759055,S3-75517776,S3-716632860
S1-157696828	S2-121214238,S2-24237378,S3-52145951
S1-783710172	
S1-252878852	S2-725560667,S2-715542469,S3-970273722,S3-700469216
S1-819709496	S2-618119035,S3-774301648,S3-891346090
S1-534013396	S2-291086099,S3-467433546
S1-236959623	S2-372448392,S2-599667951,S3-870652827
S1-57717999	
S1-751142792	S2-280905833,S3-825343131
S1-428370693	S2-889874766,S3-8832192
S1-606013945	S2-559190199,S3-557633921,S3-825235074
S1-614877751	S2-208690250,S2-123805906,S3-351053771
S1-450505045	S3-886889982
S1-677193560	S2-860014158,S3-911315338,S3-953086506,S3-323718861
S1-401760173	S2-973546221,S2-708702477
S1-76943351	S2-454669380,S2-638597980,S2-390011017,S3-594276813
S1-605448269	S2-434540912,S3-826440415
S1-868594876	S3-246659559
S1-573834347	S2-453138625,S3-669571565
S1-780479121	S2-305267422,S2-277683234,S2-840074484,S3-520339541
S1-268106486	S2-32965072,S2-433603650,S2-552847611,S3-505837378,S3-673770422
S1-972633053	S2-21183975,S2-130090633,S3-994588578,S3-759780673
S1-783414036	S2-233602276
S1-503417925	
S1-973607483	S2-617972141,S3-277853694,S3-276803914,S3-937253239
S1-645749480	S2-79572801,S3-475019606,S3-312177962
S1-315881869	
S1-103696205	S2-550931204,S3-579889172,S3-389819761,S3-949875774,S3-392635417
S1-735760443	S3-520966635,S3-177335828
S1-814355403	S2-953046677,S2-752069539,S3-871522823,S3-358523615
S1-394362510	S2-433846733,S3-109572903,S3-270772075,S3-938863230
S1-888447475	S2-417135344,S3-990602529,S3-295032010
S1-101844778	S2-968373027,S3-789020082,S3-742620185
S1-955118307	S2-876282503,S3-750014631,S3-334393026,S3-23399485
S1-110721726	S2-391836435,S2-80562110,S2-300652156,S2-995424725,S3-435222485
S1-190212005	S2-208764851,S2-897164684,S2-944040272,S2-193901630,S2-480670662,S3-99171182,S3-780714779
S1-430343753	
S1-73516481	S2-787178206,S2-562385502,S3-881910571,S3-180837956
S1-196556776	
S1-931011080	S2-472021004,S2-239313462,S3-412209053,S3-773472813
S1-948605237	S2-208708044,S2-270962472,S2-103946213,S3-954946963,S3-71448756
S1-917724306	S2-111562984,S3-728245065
S1-874594043	S2-352604079,S3-869057811
S1-498363042	S2-525901175,S3-967724763,S3-752947265,S3-983334275
S1-297871294	S2-845661706,S2-564560392,S2-517058007,S3-776969518,S3-351617442
S1-445966383	S2-246685261,S2-805152161,S3-746765386
S1-631563158	S2-301806242,S2-283515132,S2-458205962,S3-466036896
S1-475383678	S2-551279440,S2-246980185,S3-361872135,S3-357925513
S1-573540210	S3-229208103,S3-808205743,S3-495403854
S1-85504420	S2-429454304,S3-211636952,S3-904739836,S3-122887767
S1-712699370	S2-238888204,S3-952373780
S1-165821673	S2-728233120,S2-989140903,S3-241902432
S1-395251249	S2-6479896,S2-228931641,S3-566000322
S1-180815169	S2-179803277,S3-439273066,S3-112015123
S1-619379480	S2-970119174,S2-417591541,S3-828375222
S1-310732558	S2-758321608,S2-515225333,S3-65557827
S1-820484005	S2-902109067,S2-484532008,S2-123113404
S1-358824653	S2-595620137,S2-825314993,S3-59286137,S3-277101269
S1-168036883	S2-4694979,S3-329004997
S1-570445697	S2-392148907,S2-241933252,S2-671710280,S2-45279605,S3-381670210
S1-593692398	S2-224878993,S3-487750741,S3-495938269
S1-429632208	S2-576553872,S3-77453717
S1-156018359	S2-293763719,S2-574729008,S3-25187011,S3-403766470,S3-997590610
S1-876637293	S3-499509010
S1-245078126	S2-509678329,S2-548039255,S3-867001705,S3-991751023
S1-466300060	S2-252990412,S3-885428406
S1-855470334	S2-909374515,S3-100746890
S1-399664484	S2-488488670,S2-869540861,S3-337046744
S1-864790709	S2-357114496,S3-274831541
S1-906810708	S3-640520778
S1-538417393	S2-889389380,S2-948056837,S2-521338632,S3-459081651,S3-493844116,S3-752826403,S3-999715859
S1-694182133	S2-686810089,S3-542382562,S3-896089044
S1-68384968	S2-756066491,S2-575293712,S2-562612981,S2-376202943,S2-165441533,S3-163895136,S3-160936240,S3-997807025
S1-112360999	S2-597679145,S3-544676633,S3-548183748,S3-934041775
S1-404211241	S2-365538658,S2-456755430,S2-733037001,S2-15829656,S2-973686515,S3-738016434,S3-507289068
S1-877845301	S2-72448651,S2-32747565,S3-683165272
S1-219138064	S2-277712765,S2-148750423,S3-601083425,S3-825222663,S3-341497193
S1-721421744	S3-25817164,S3-788573224
S1-66806246	S2-70104083,S2-24607347,S3-467673407
S1-156730835	S2-826974976,S2-690388684,S3-759547743,S3-296892366
S1-113140292	S2-356752954,S2-119533657,S3-35310002
S1-145398623	
S1-817572413	S2-456221112,S2-672003446
S1-675434562	S2-601471884,S3-748389121
S1-69303289	S2-986970842,S2-14576296,S2-217981856,S2-857439239,S3-819106114
S1-85676933	S2-582906978,S2-441505396,S3-564457905
S1-861486693	S2-474590393,S2-764775889,S3-437117593,S3-626200579
S1-205815373	S2-574357599,S3-269108089,S3-627536051
S1-398475632	S2-90188138,S2-9864875,S2-809579271,S2-708235359,S2-253084711,S3-485872469,S3-261059356,S3-361600237,S3-127466029
S1-766186881	S2-5915207,S2-592191707,S3-339728899,S3-177574214
S1-215732709	S2-33297351,S2-987378953,S3-468580702
S1-162825899	S2-166098243,S3-103861453
S1-618894368	S2-567139021,S2-983937450,S2-621808505,S2-918761554,S3-930262755,S3-323123439,S3-510673497
S1-302523897	S2-941698104,S3-435334449,S3-142488034
S1-891017306	S3-427530804,S3-784659555,S3-977773759,S3-168384574
S1-247118388	S2-14443936,S2-997779663
S1-850866528	S2-380643149,S3-775622613
S1-995716592	S2-506571398,S2-859689937,S2-611872911,S3-732341812,S3-530049056,S3-643840004
S1-703565737	S2-227859544,S2-589915575,S2-300550531,S3-240267700
S1-614945556	S2-477664885,S2-921425255,S3-202844444,S3-850414019
S1-512612852	S2-650208750,S2-685774070,S3-879422417,S3-928154157
S1-873648213	S2-496957521,S3-374099043,S3-466468122,S3-476768924
S1-213106801	S3-17187513,S3-816917660
S1-603100261	S2-434995104,S2-876745547,S3-384652648,S3-242020606
S1-207408931	S2-624552401,S3-587519244,S3-276314707
S1-111567337	S2-373476589,S2-914788840,S3-73936284
S1-175044227	S2-200964349,S3-434997247,S3-37292538,S3-151625811,S3-504835356,S3-305991850,S3-29452251
S1-64423619	S2-213389866,S2-164745760,S2-907600974,S3-993028154
S1-999229814	S3-97158818
S1-361032617	S2-101848957,S3-58070515
S1-355804451	S2-562291069,S2-55599236,S3-372676291,S3-142393785
S1-851605021	S2-712913507,S2-872537365
S1-569928038	S2-496790183
S1-890474880	S2-544645048,S2-336973620,S3-226546419,S3-494766297,S3-607059473
S1-715840485	S2-814563685,S2-126134236,S2-48759288,S3-190722549,S3-476958620
S1-560638808	S2-375735684,S2-529600070,S2-21798755,S2-27751630,S2-364710238,S3-179293206
S1-158464472	S2-412219140,S3-470024982
S1-428710083	S3-194670217,S3-656173478
S1-554487661	S2-876528221,S2-783021786,S2-879406942,S3-814185177,S3-20500482,S3-548836921
S1-450898317	S2-783258437,S3-442867491
S1-952334203	S2-995580077,S2-347860466,S3-358189553,S3-534607833,S3-191765443
S1-392018782	S2-383375992,S2-27492564,S2-386270111,S3-883201640,S3-160412678
S1-522880541	S2-48991349,S2-937821598,S2-722652115,S2-344567547,S3-672905229,S3-87417062
S1-886617692	S2-796553290,S2-638172650,S2-202566245,S3-473997231
S1-2892670	
S1-813874514	S3-282418917,S3-359931291
S1-359147662	S2-879090456,S2-41287732,S3-554580141
S1-512310697	S2-613505150,S3-924904346,S3-450369307,S3-216723623
S1-736040923	S2-750530542,S2-560735086,S3-585356129,S3-609202978,S3-365617759
S1-739951712	S2-467051817,S3-971259077
S1-355672717	S2-593037205,S3-750875386
S1-718279880	S2-359488959,S2-400694786,S3-510177309
S1-119832368	S2-442062010,S2-297438757,S3-963267483
S1-605462009	S2-701797517,S2-610718345,S3-540539853,S3-326124759
S1-277519552	S3-670732704
S1-180495126	S3-441691997,S3-359904465,S3-696091781
S1-941030855	S2-339351558,S2-258120165,S3-686923427
S1-992188872	S2-148718908,S2-342455654,S2-854298572,S2-595710907,S3-986867797,S3-413184355
S1-316381015	S2-760760809,S2-820434371,S3-739326427
S1-674633284	S2-756389590,S2-724902685,S2-983021352,S3-948545629,S3-435036693
S1-529518199	S2-236637463,S2-591604636,S3-903665976,S3-212352712
S1-890267450	S2-423482675,S3-476797691,S3-712146138,S3-670709535,S3-797465391
S1-419506690	S2-17353753,S2-892938251,S2-952605891,S3-586957909,S3-435621479
S1-755024686	S2-169788626,S2-328588090,S3-216839198,S3-63815449
S1-907110411	S3-422040006,S3-861085311,S3-15871905
S1-991766982	S2-253417725,S2-477164798,S2-191742302,S3-653034043,S3-108716062,S3-56428484
S1-283762412	S3-729680336
S1-580523098	S2-106907324,S2-62316301,S3-914760423
S1-690655273	S2-797950406,S3-167377812
S1-966982027	S2-432832424,S2-965241485,S3-315327913,S3-692106872
S1-503172691	S2-2757746,S2-503104774,S2-588040848,S3-155953990,S3-799260155,S3-193889685
S1-112223923	S2-869484062
S1-442508695	S3-87362831,S3-942097073
S1-950234644	S2-254889822,S2-31493594,S3-780096527,S3-648575794
S1-759709250	S3-152553319,S3-457547468,S3-55663835
S1-734832115	S2-656390533,S2-622342357,S3-677024050
S1-548878654	S2-122922979,S3-652889382,S3-628948652,S3-500599005
S1-36108243	S2-164282400,S3-673904244,S3-491745003
S1-351958736	S3-473243891,S3-2761622
S1-711704121	S2-569842878,S2-5106110,S2-112442034,S3-525690353,S3-707454823
S1-304167648	S2-555533715,S3-458598852,S3-954570117
S1-634351088	S2-401526799,S3-220143889,S3-99199624,S3-175867389,S3-796880105
S1-72483440	
S1-705373399	S2-248366521,S2-509082353,S2-688034929,S3-160378753,S3-358129168
S1-996141901	S2-734825718,S3-372313771,S3-806144243
